51.545074,-0.126139
51.545079,-0.12612
51.545091,-0.126079
51.545112,-0.126005
51.545141,-0.125905
51.545173,-0.125791
51.545209,-0.125667
51.54524,-0.125556
51.519097,-0.087152
51.545275,-0.125436
51.519105,-0.087176
51.545306,-0.125324
51.519123,-0.087233
51.545339,-0.125212
51.51915,-0.087316
51.545372,-0.125095
51.519181,-0.087414
51.545406,-0.124975
51.51921,-0.087497
51.545437,-0.124866
51.519219,-0.087522
51.545469,-0.124754
51.51922,-0.087524
51.523744,-0.098947
51.545502,-0.124638
51.51922,-0.087524
51.52373,-0.098936
51.545533,-0.12453
51.51922,-0.087524
51.523704,-0.098916
51.545567,-0.124412
51.51922,-0.087524
51.523659,-0.098881
51.545602,-0.124289
51.51922,-0.087524
51.523601,-0.098837
51.545637,-0.124167
51.51922,-0.087524
51.523528,-0.098781
51.545669,-0.124055
51.51922,-0.087524
51.523457,-0.098725
51.545704,-0.123933
51.51922,-0.087524
51.523417,-0.098692
51.543159,-0.084459
51.545738,-0.123813
51.51922,-0.087524
51.523402,-0.098652
51.543162,-0.084485
51.545772,-0.123693
51.51922,-0.087524
51.523425,-0.098647
51.543171,-0.084546
51.545804,-0.123581
51.51922,-0.087524
51.523459,-0.098675
51.543183,-0.084631
51.545835,-0.123473
51.51922,-0.087524
51.523507,-0.098714
51.543199,-0.084743
51.545869,-0.123352
51.51922,-0.087524
51.523571,-0.098763
51.543219,-0.084875
51.545904,-0.12323
51.51922,-0.087524
51.523638,-0.098814
51.543237,-0.085006
51.545935,-0.123122
51.51922,-0.087524
51.523701,-0.098863
51.543257,-0.085139
51.529147,-0.098625
51.545969,-0.123003
51.51922,-0.087524
51.523761,-0.098909
51.543276,-0.085273
51.529155,-0.098594
51.546004,-0.122882
51.51922,-0.087524
51.523789,-0.098931
51.543295,-0.085408
51.52917,-0.098534
51.546038,-0.122763
51.51922,-0.087524
51.523835,-0.098964
51.543313,-0.085531
51.52919,-0.09845
51.546071,-0.122645
51.51922,-0.087524
51.5239,-0.098997
51.54333,-0.085652
51.529217,-0.098341
51.546105,-0.122527
51.51922,-0.087524
51.523976,-0.099033
51.54335,-0.085788
51.529246,-0.098222
51.546136,-0.122418
51.51922,-0.087524
51.52405,-0.099066
51.543367,-0.085907
51.529274,-0.098107
51.546168,-0.122306
51.51922,-0.087524
51.524117,-0.099094
51.543384,-0.086027
51.529301,-0.097994
51.546202,-0.122187
51.51922,-0.087524
51.524195,-0.099123
51.543403,-0.086156
51.529328,-0.097882
51.533752,-0.086367
51.546235,-0.12207
51.51922,-0.087524
51.52426,-0.099147
51.543421,-0.086278
51.529357,-0.097764
51.533742,-0.086398
51.546267,-0.121958
51.51922,-0.087524
51.524295,-0.09916
51.543438,-0.086398
51.529383,-0.097657
51.533724,-0.086464
51.546301,-0.121841
51.51922,-0.087524
51.524343,-0.099178
51.543455,-0.086516
51.529396,-0.097613
51.533696,-0.086558
51.546335,-0.121722
51.51922,-0.087524
51.524409,-0.099202
51.543473,-0.086644
51.529415,-0.097588
51.53367,-0.086651
51.546367,-0.12161
51.51922,-0.087524
51.52448,-0.099228
51.543491,-0.086769
51.529425,-0.097617
51.533642,-0.086746
