0;4768;1.129;0;0.0
1;1735;0.411;0;0.0
2;1316;0.312;0;0.0
3;191;0.045;0;0.0
4;695;0.165;0;0.0
5;1050;0.249;0;0.0
6;2101;0.497;3;0.019
7;2504;0.593;0;0.0
8;2409;0.57;0;0.0
9;1157;0.274;0;0.0
10;2651;0.628;0;0.0
11;320;0.076;0;0.0
12;1916;0.454;0;0.0
13;3612;0.855;4;0.025
14;1828;0.433;0;0.0
15;6668;1.578;116;0.725
16;5154;1.22;34;0.213
17;3281;0.777;0;0.0
18;3099;0.734;14;0.088
19;2260;0.535;0;0.0
20;3018;0.714;26;0.163
21;2256;0.534;0;0.0
22;2977;0.705;0;0.0
23;5326;1.261;25;0.156
24;2552;0.604;0;0.0
25;6636;1.571;348;2.176
26;8112;1.92;296;1.851
27;4605;1.09;0;0.0
28;2873;0.68;0;0.0
29;2374;0.562;0;0.0
30;4446;1.052;0;0.0
31;2792;0.661;0;0.0
32;2210;0.523;0;0.0
33;8713;2.062;409;2.557
34;7921;1.875;95;0.594
35;11876;2.811;1447;9.047
36;3620;0.857;0;0.0
37;4838;1.145;154;0.963
38;6002;1.421;78;0.488
39;592;0.14;0;0.0
40;2712;0.642;0;0.0
41;5650;1.337;52;0.325
42;4443;1.052;69;0.431
43;4176;0.988;0;0.0
44;4766;1.128;8;0.05
45;10429;2.469;982;6.139
46;6416;1.519;152;0.95
47;5087;1.204;66;0.413
48;4798;1.136;21;0.131
49;549;0.13;0;0.0
50;4080;0.966;5;0.031
51;3370;0.798;0;0.0
52;4246;1.005;0;0.0
53;10060;2.381;633;3.957
54;12261;2.902;1481;9.259
55;19336;4.577;5944;37.162
56;3145;0.744;12;0.075
57;5134;1.215;24;0.15
58;4686;1.109;44;0.275
59;1563;0.37;0;0.0
60;2569;0.608;0;0.0
61;6489;1.536;76;0.475
62;7681;1.818;245;1.532
63;7989;1.891;212;1.325
64;5040;1.193;97;0.606
65;9093;2.152;536;3.351
66;4145;0.981;11;0.069
67;2937;0.695;0;0.0
68;4531;1.073;0;0.0
69;1503;0.356;0;0.0
70;2427;0.574;11;0.069
71;10309;2.44;932;5.827
72;3381;0.8;0;0.0
73;5499;1.302;23;0.144
74;1281;0.303;0;0.0
75;8755;2.072;582;3.639
76;7321;1.733;121;0.756
77;3705;0.877;0;0.0
78;2813;0.666;0;0.0
79;1680;0.398;0;0.0
80;2410;0.57;0;0.0
81;4321;1.023;51;0.319
82;7423;1.757;186;1.163
83;4366;1.033;47;0.294
84;2458;0.582;0;0.0
85;4747;1.124;146;0.913
86;5829;1.38;136;0.85
87;2047;0.485;0;0.0
88;1270;0.301;0;0.0
89;1725;0.408;0;0.0
90;978;0.232;0;0.0
91;2172;0.514;0;0.0
92;3037;0.719;0;0.0
93;2324;0.55;0;0.0
94;3058;0.724;0;0.0
95;3994;0.945;41;0.256
96;4271;1.011;0;0.0
97;3133;0.742;0;0.0
98;2079;0.492;0;0.0
99;2308;0.546;0;0.0
