0;2744;0.999;0;0.0
1;1463;0.532;0;0.0
2;1167;0.425;0;0.0
3;88;0.032;0;0.0
4;317;0.115;0;0.0
5;714;0.26;0;0.0
6;1056;0.384;0;0.0
7;1014;0.369;0;0.0
8;1364;0.496;0;0.0
9;577;0.21;0;0.0
10;1635;0.595;0;0.0
11;254;0.092;0;0.0
12;1646;0.599;0;0.0
13;3369;1.226;0;0.0
14;1966;0.715;0;0.0
15;4900;1.783;113;3.077
16;3348;1.218;14;0.381
17;1932;0.703;0;0.0
18;1635;0.595;0;0.0
19;1153;0.42;0;0.0
20;1779;0.647;0;0.0
21;1439;0.524;0;0.0
22;2330;0.848;0;0.0
23;4188;1.524;35;0.953
24;2057;0.749;0;0.0
25;4376;1.593;73;1.987
26;5454;1.985;50;1.361
27;3643;1.326;21;0.572
28;2184;0.795;0;0.0
29;1519;0.553;0;0.0
30;2040;0.742;0;0.0
31;1897;0.69;0;0.0
32;1352;0.492;0;0.0
33;5781;2.104;33;0.898
34;5453;1.984;140;3.812
35;7004;2.549;268;7.296
36;2299;0.837;0;0.0
37;3702;1.347;0;0.0
38;4509;1.641;51;1.389
39;450;0.164;0;0.0
40;1322;0.481;0;0.0
41;3412;1.242;0;0.0
42;2901;1.056;0;0.0
43;2598;0.945;0;0.0
44;2839;1.033;18;0.49
45;6407;2.332;238;6.48
46;4414;1.606;5;0.136
47;3268;1.189;0;0.0
48;3420;1.245;5;0.136
49;439;0.16;0;0.0
50;2074;0.755;0;0.0
51;2202;0.801;0;0.0
52;2197;0.8;0;0.0
53;6073;2.21;20;0.545
54;7557;2.75;329;8.957
55;13123;4.776;1747;47.563
56;2065;0.751;10;0.272
57;2833;1.031;0;0.0
58;3202;1.165;0;0.0
59;1336;0.486;0;0.0
60;1754;0.638;0;0.0
61;3442;1.253;0;0.0
62;4739;1.725;84;2.287
63;4876;1.774;16;0.436
64;3555;1.294;0;0.0
65;6561;2.388;135;3.675
66;2972;1.082;0;0.0
67;2213;0.805;0;0.0
68;3798;1.382;10;0.272
69;1489;0.542;0;0.0
70;1465;0.533;0;0.0
71;5474;1.992;59;1.606
72;2069;0.753;0;0.0
73;3893;1.417;0;0.0
74;988;0.36;0;0.0
75;6581;2.395;142;3.866
76;4409;1.605;4;0.109
77;2418;0.88;8;0.218
78;2076;0.755;0;0.0
79;1374;0.5;0;0.0
80;1292;0.47;0;0.0
81;2576;0.937;0;0.0
82;4378;1.593;29;0.79
83;2751;1.001;0;0.0
84;1402;0.51;0;0.0
85;2896;1.054;16;0.436
86;3888;1.415;0;0.0
87;1355;0.493;0;0.0
88;1062;0.386;0;0.0
89;1429;0.52;0;0.0
90;477;0.174;0;0.0
91;1207;0.439;0;0.0
92;1505;0.548;0;0.0
93;1166;0.424;0;0.0
94;1636;0.595;0;0.0
95;2028;0.738;0;0.0
96;2894;1.053;0;0.0
97;2089;0.76;0;0.0
98;1308;0.476;0;0.0
99;1821;0.663;0;0.0
