0;8815;0.863;12;0.005
1;3691;0.362;0;0.0
2;2437;0.239;0;0.0
3;426;0.042;0;0.0
4;1737;0.17;0;0.0
5;2503;0.245;0;0.0
6;5036;0.493;0;0.0
7;5868;0.575;4;0.002
8;5660;0.554;36;0.016
9;1982;0.194;0;0.0
10;5781;0.566;32;0.014
11;868;0.085;0;0.0
12;4113;0.403;0;0.0
13;8675;0.85;604;0.271
14;4396;0.431;34;0.015
15;16493;1.615;4380;1.965
16;11158;1.093;847;0.38
17;6674;0.654;117;0.052
18;8227;0.806;181;0.081
19;4960;0.486;5;0.002
20;7961;0.78;96;0.043
21;5932;0.581;56;0.025
22;8542;0.837;320;0.144
23;13974;1.369;2081;0.934
24;5969;0.585;66;0.03
25;15222;1.491;3428;1.538
26;22392;2.193;8428;3.781
27;13372;1.31;1824;0.818
28;8246;0.808;69;0.031
29;5598;0.548;0;0.0
30;9057;0.887;512;0.23
31;6491;0.636;128;0.057
32;5273;0.516;75;0.034
33;20600;2.018;7083;3.178
34;21297;2.086;7489;3.36
35;31279;3.064;16513;7.408
36;8412;0.824;346;0.155
37;12704;1.244;1792;0.804
38;14972;1.467;2652;1.19
39;1319;0.129;0;0.0
40;6243;0.612;59;0.026
41;14208;1.392;2536;1.138
42;11225;1.099;1017;0.456
43;9706;0.951;525;0.236
44;10723;1.05;718;0.322
45;24725;2.422;10785;4.838
46;16057;1.573;3542;1.589
47;12827;1.256;1456;0.653
48;12294;1.204;1358;0.609
49;1883;0.184;0;0.0
50;9668;0.947;643;0.288
51;8437;0.826;376;0.169
52;9161;0.897;577;0.259
53;27615;2.705;13212;5.927
54;34357;3.365;19991;8.968
55;57599;5.642;43159;19.362
56;8351;0.818;406;0.182
57;11622;1.138;1162;0.521
58;10687;1.047;1054;0.473
59;4153;0.407;4;0.002
60;6413;0.628;193;0.087
61;12434;1.218;1372;0.615
62;17511;1.715;4405;1.976
63;20079;1.967;6450;2.894
64;14028;1.374;2075;0.931
65;24589;2.408;10305;4.623
66;10025;0.982;849;0.381
67;6554;0.642;87;0.039
68;9275;0.908;519;0.233
69;4168;0.408;0;0.0
70;4543;0.445;0;0.0
71;23798;2.331;9345;4.192
72;7323;0.717;91;0.041
73;14516;1.422;2280;1.023
74;3704;0.363;0;0.0
75;23691;2.321;10111;4.536
76;16370;1.603;3806;1.707
77;8080;0.791;246;0.11
78;5201;0.509;4;0.002
79;3305;0.324;0;0.0
80;5890;0.577;109;0.049
81;9947;0.974;458;0.205
82;15254;1.494;2823;1.266
83;8483;0.831;382;0.171
84;4117;0.403;0;0.0
85;9475;0.928;448;0.201
86;15026;1.472;3026;1.358
87;4673;0.458;4;0.002
88;2725;0.267;0;0.0
89;2872;0.281;0;0.0
90;2330;0.228;0;0.0
91;4433;0.434;0;0.0
92;4330;0.424;7;0.003
93;4072;0.399;0;0.0
94;5516;0.54;76;0.034
95;7735;0.758;238;0.107
96;11382;1.115;1138;0.511
97;7497;0.734;216;0.097
98;4954;0.485;41;0.018
99;4957;0.486;15;0.007
