0;7142;0.977;12;0.012
1;2969;0.406;14;0.014
2;2435;0.333;0;0.0
3;325;0.044;0;0.0
4;1281;0.175;0;0.0
5;1297;0.177;0;0.0
6;2641;0.361;0;0.0
7;3791;0.519;0;0.0
8;3648;0.499;0;0.0
9;1311;0.179;0;0.0
10;4398;0.602;30;0.029
11;568;0.078;0;0.0
12;3555;0.486;0;0.0
13;6562;0.898;243;0.238
14;3559;0.487;0;0.0
15;10653;1.457;899;0.882
16;7095;0.971;96;0.094
17;4035;0.552;19;0.019
18;5411;0.74;5;0.005
19;4758;0.651;34;0.033
20;4895;0.67;6;0.006
21;4186;0.573;16;0.016
22;6007;0.822;79;0.077
23;9920;1.357;569;0.558
24;5132;0.702;18;0.018
25;10501;1.436;775;0.76
26;13889;1.9;2112;2.072
27;8894;1.217;334;0.328
28;5928;0.811;8;0.008
29;4653;0.637;58;0.057
30;6288;0.86;143;0.14
31;4403;0.602;10;0.01
32;3932;0.538;0;0.0
33;15010;2.053;2763;2.71
34;14780;2.022;2452;2.405
35;19316;2.642;6191;6.073
36;5591;0.765;6;0.006
37;7469;1.022;191;0.187
38;10604;1.451;1123;1.102
39;1027;0.14;0;0.0
40;4634;0.634;50;0.049
41;9741;1.333;1042;1.022
42;8036;1.099;183;0.18
43;7250;0.992;134;0.131
44;7482;1.024;215;0.211
45;16161;2.211;4239;4.158
46;10780;1.475;772;0.757
47;7578;1.037;190;0.186
48;8230;1.126;383;0.376
49;858;0.117;0;0.0
50;6458;0.883;192;0.188
51;6445;0.882;92;0.09
52;7410;1.014;363;0.356
53;34659;4.741;21214;20.81
54;29777;4.073;15907;15.604
55;33264;4.55;18762;18.405
56;4488;0.614;19;0.019
57;7119;0.974;118;0.116
58;8206;1.123;248;0.243
59;3191;0.437;0;0.0
60;4537;0.621;9;0.009
61;8294;1.135;388;0.381
62;12358;1.691;1476;1.448
63;13913;1.903;2247;2.204
64;9456;1.294;587;0.576
65;16335;2.235;3399;3.334
66;7042;0.963;119;0.117
67;5408;0.74;31;0.03
68;8780;1.201;335;0.329
69;2673;0.366;0;0.0
70;2604;0.356;3;0.003
71;14838;2.03;3147;3.087
72;6083;0.832;44;0.043
73;10677;1.461;547;0.537
74;2578;0.353;0;0.0
75;15050;2.059;2821;2.767
76;11356;1.553;1052;1.032
77;6271;0.858;116;0.114
78;5239;0.717;5;0.005
79;2777;0.38;0;0.0
80;3534;0.483;4;0.004
81;6772;0.926;152;0.149
82;11615;1.589;1140;1.118
83;7290;0.997;237;0.232
84;3171;0.434;15;0.015
85;6637;0.908;106;0.104
86;10200;1.395;702;0.689
87;4051;0.554;0;0.0
88;2434;0.333;0;0.0
89;2501;0.342;0;0.0
90;1657;0.227;0;0.0
91;2716;0.372;13;0.013
92;3917;0.536;72;0.071
93;3300;0.451;0;0.0
94;4539;0.621;5;0.005
95;5984;0.819;0;0.0
96;9212;1.26;702;0.689
97;5885;0.805;137;0.134
98;3720;0.509;0;0.0
99;3985;0.545;0;0.0
