0;7295;0.852;0;0.0
1;2864;0.335;4;0.003
2;2387;0.279;0;0.0
3;432;0.05;0;0.0
4;1374;0.16;0;0.0
5;1813;0.212;0;0.0
6;3730;0.436;4;0.003
7;4297;0.502;0;0.0
8;4170;0.487;9;0.007
9;1585;0.185;0;0.0
10;4374;0.511;46;0.034
11;415;0.048;0;0.0
12;3448;0.403;0;0.0
13;7430;0.868;180;0.133
14;4844;0.566;8;0.006
15;13511;1.578;2727;2.017
16;9232;1.078;502;0.371
17;5770;0.674;13;0.01
18;6748;0.788;57;0.042
19;4603;0.538;28;0.021
20;5936;0.693;89;0.066
21;4290;0.501;4;0.003
22;6482;0.757;91;0.067
23;11099;1.296;1193;0.883
24;5864;0.685;108;0.08
25;12064;1.409;1474;1.09
26;16494;1.926;3971;2.937
27;11128;1.3;716;0.53
28;6989;0.816;144;0.107
29;5234;0.611;5;0.004
30;7960;0.93;384;0.284
31;6092;0.712;124;0.092
32;5127;0.599;48;0.036
33;16928;1.977;4151;3.071
34;17235;2.013;4474;3.31
35;24023;2.806;9807;7.255
36;7311;0.854;245;0.181
37;10694;1.249;927;0.686
38;12462;1.456;1581;1.17
39;1290;0.151;0;0.0
40;4848;0.566;22;0.016
41;12502;1.46;1546;1.144
42;9295;1.086;604;0.447
43;8927;1.043;730;0.54
44;9074;1.06;497;0.368
45;20274;2.368;6986;5.168
46;14174;1.656;2566;1.898
47;10550;1.232;370;0.274
48;10617;1.24;704;0.521
49;1299;0.152;0;0.0
50;8056;0.941;420;0.311
51;7796;0.911;187;0.138
52;7870;0.919;128;0.095
53;22079;2.579;8177;6.049
54;26739;3.123;12253;9.064
55;45002;5.256;30285;22.403
56;7455;0.871;45;0.033
57;10189;1.19;588;0.435
58;9918;1.158;382;0.283
59;3740;0.437;0;0.0
60;5425;0.634;78;0.058
61;10607;1.239;1011;0.748
62;14477;1.691;2955;2.186
63;15751;1.84;3308;2.447
64;12956;1.513;1663;1.23
65;19516;2.279;6069;4.489
66;9778;1.142;404;0.299
67;7446;0.87;163;0.121
68;11018;1.287;818;0.605
69;3202;0.374;28;0.021
70;3769;0.44;5;0.004
71;19972;2.333;6570;4.86
72;6855;0.801;36;0.027
73;13086;1.528;1511;1.118
74;3112;0.363;0;0.0
75;16804;1.963;3941;2.915
76;12374;1.445;1596;1.181
77;7126;0.832;114;0.084
78;5363;0.626;29;0.021
79;3270;0.382;5;0.004
80;5261;0.614;33;0.024
81;9557;1.116;578;0.428
82;14760;1.724;2167;1.603
83;7992;0.933;184;0.136
84;3724;0.435;2;0.001
85;7356;0.859;173;0.128
86;12043;1.407;1589;1.175
87;4522;0.528;4;0.003
88;2752;0.321;0;0.0
89;3230;0.377;0;0.0
90;2674;0.312;0;0.0
91;3786;0.442;14;0.01
92;4413;0.515;4;0.003
93;3747;0.438;6;0.004
94;4159;0.486;0;0.0
95;5759;0.673;23;0.017
96;9147;1.068;429;0.317
97;6015;0.703;70;0.052
98;3931;0.459;0;0.0
99;4004;0.468;0;0.0
